Year of arrival at port of disembarkation,Voyage ID,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,VOYAGEID2,Captives arrived at 1st port,Captain's name
1763,91051,Snapper,Liverpool,Sierra Leone estuary,"St. Kitts, port unspecified",,140,"Salthouse, James"
1765,91052,Sisters,Liverpool,Bassa,"Dominica, place unspecified",,57,"Jackson, Richard"
1763,91053,Good Intent,Liverpool,"Windward Coast, place unspecified",,,,"Holt, Ralph"
1764,91054,Betsey,Liverpool,Malembo,"Barbados, place unspecified",,230,"Billing, James"
1765,91055,Lively,Liverpool,"Windward Coast, place unspecified","Barbados, place unspecified",,,"Lee, John"
1764,91056,Marton,Liverpool,"West Central Africa and St. Helena, port unspecified",Charleston,,519,"Wilkinson, John"
1766,91057,Marton,Liverpool,Sierra Leone estuary,"Jamaica, place unspecified",,,"Kendall, James"
1764,91058,Apollo,Liverpool,"Windward Coast, place unspecified",Kingston,,182,"Glover, Elias"
1766,91059,Apollo,Liverpool,"Gold Coast, port unspecified",Upper James River,,197,"Glover, Elias"
1768,91060,Apollo,Liverpool,"Windward Coast, place unspecified","Jamaica, place unspecified",,190,"Glover, Elias"
1769,91061,Apollo,Liverpool,Cape Mount (Cape Grand Mount),Havana,,176,"Glover, Elias<br/> Fisher, Edward"
1765,91062,Sandwich,Liverpool,Calabar,Kingston,,320,"Briggs, James"
1765,91063,Coats,Greenock,Loango,"Barbados, place unspecified",,245,"Green, Ambrose"
1767,91064,Coats,,Loango,"Barbados, place unspecified",,226,"Green, Ambrose"
1765,91065,Charlotte,Liverpool,Anomabu,Kingston,,286,"Anyon, Timothy"
1763,91066,Delight,Liverpool,Sierra Leone estuary,"Barbados, place unspecified",,146,"Richardson, William"
1764,91067,Delight,Liverpool,Sierra Leone estuary,"St. Kitts, port unspecified",,,"Richardson, William"
1764,91068,Galam,Liverpool,Saint-Louis,"Grenada, place unspecified",,47,"Kirkpatrick, Samuel<br/> Jones, John"
1764,91069,Lancashire Witch,Liverpool,"Windward Coast, place unspecified",Kingston,,217,"Ross, Henry"
1765,91070,Lancashire Witch,Liverpool,"Windward Coast, place unspecified",Kingston,,208,"Ross, Henry"
1766,91071,Lancashire Witch,Liverpool,"Windward Coast, place unspecified",Saint John (Antigua),,,"Ross, Henry"
1768,91072,Lancashire Witch,Liverpool,"Windward Coast, place unspecified",Saint John (Antigua),,256,"Coile, James"
1764,91073,Peggy,Liverpool,"Windward Coast, place unspecified","Barbados, place unspecified",,183,"Fletcher, John"
1764,91074,John,Liverpool,Sierra Leone estuary,"Barbados, place unspecified",,103,"Dickinson, George"
1764,91075,John,Liverpool,Iles de Los,"St. Kitts, port unspecified",,,"Dickinson, George"
1765,91076,John,Liverpool,Sierra Leone estuary,"British Caribbean, colony unspecified",,,"Tittle, John"
1766,91077,John,Liverpool,Delagoa,"Montserrat, port unspecified",,110,"Dawsey<br/> Wane, Thomas"
1764,91078,Jenny,Liverpool,Bassa,"Barbados, place unspecified",,128,"Roberts, Thomas"
1763,91079,Henry,Liverpool,Cameroons,"Grenada, place unspecified",,,"Richardson, Samuel"
1765,91080,Henry,Liverpool,Cameroons,"Grenada, place unspecified",,,"Richardson, Samuel"
1766,91081,Henry,Liverpool,Cameroons,"Grenada, place unspecified",,117,"Richardson, Samuel"
1768,91082,Henry,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","Grenada, place unspecified",,133,"Parker, R<br/> White, Joseph"
1769,91083,Henry,Liverpool,Cameroons,"Grenada, place unspecified",,,"Hollinsworth, John"
1767,91084,George,Liverpool,Gambia,Kingston,,12,"Massey, James<br/> Rimmer, Nathaniel"
1764,91085,True Blue,Liverpool,Benin,Upper James River,,361,"Hutton, Joshua"
1766,91086,True Blue,Liverpool,Benin,Kingston,,250,"Hutton, Joshua"
1768,91087,True Blue,Liverpool,Benin,Kingston,,420,"Hutton, Joshua"
1769,91088,True Blue,Liverpool,Benin,,,,"Hutton, Joshua"
1764,91089,Three Brothers,Liverpool,Sierra Leone estuary,Saint John (Antigua),,190,"Brown, Thomas<br/> Guy"
1763,91090,Ann,Liverpool,"Windward Coast, place unspecified",Saint John (Antigua),,,"Shepherd, Wilson"
1765,91091,Ann,Liverpool,"Windward Coast, place unspecified",Saint John (Antigua),,,"Shepherd, Wilson"
1767,91092,Ann,Liverpool,"Windward Coast, place unspecified",Saint John (Antigua),,,"Shepherd, Wilson"
1763,91093,Nancy,Liverpool,"Windward Coast, place unspecified","St. Kitts, port unspecified",,,"Price, Ebenezer"
1764,91094,Granada,Liverpool,Sierra Leone estuary,"St. Vincent, port unspecified",,167,"Entwistle, Richard"
1764,91095,Industry,Liverpool,Sierra Leone estuary,"Barbados, place unspecified",,177,"Creevey, William"
1765,91096,Industry,Liverpool,Sierra Leone estuary,Kingston,,173,"Erskine, John<br/> Perkin, John"
1766,91097,Industry,Liverpool,Windward Coast (Nunez - Assini),"Grenada, place unspecified",,182,"Erskine, John"
1768,91099,Industry,Liverpool,"Windward Coast, place unspecified","Dominica, place unspecified",,157,"North, Thomas<br/> Ward"
1764,91100,Marquis of Granby,Liverpool,Calabar,Kingston,,340,"Lace, Ambrose"
1764,91101,Nancy,Liverpool,"Whydah, Ouidah",Kingston,,324,"Bare, Francis"
1765,91102,Nancy,Liverpool,"Gold Coast, port unspecified",Kingston,,364,"Hanley, Richard"
1763,91103,Albemarle,Liverpool,Bassa,"Grenada, place unspecified",,,"Walker, John"
1765,91104,Albemarle,Liverpool,"Windward Coast, place unspecified","Grenada, place unspecified",,206,"Walker, John"
1767,91105,Albemarle,Liverpool,Bassa,"Grenada, place unspecified",,202,"Walker, John"
1763,91106,Cleveland,Liverpool,Sherbro,"St. Kitts, port unspecified",,,"Woodle, William"
1765,91107,Cleveland,Liverpool,Sherbro,Kingston,,180,"Woodall, William"
1764,91108,Hannah,Liverpool,Iles de Los,"Martinique, place unspecified",,300,"Bainbridge, Samuel"
1766,91109,Hannah,Liverpool,Iles de Los,Savanna la Mar,,474,"Bainbridge, Samuel"
1767,91110,Hannah,Liverpool,Iles de Los,"Puerto Rico, port unspecified",,330,"Bainbridge<br/> Dennison, William"
1764,91111,Apollo,Liverpool,Iles de Los,"Barbados, place unspecified",,161,"Hamilton, John<br/> Sharpe, John"
1765,91112,Apollo,Liverpool,"Gold Coast, port unspecified",Charleston,,150,"Hamilton, John"
1763,91113,Peggy,Liverpool,,,,,"Kewley, Phillip"
1764,91114,Ingram,Liverpool,Anomabu,Kingston,,308,"Carruthers, James"
1766,91115,Ingram,Liverpool,Anomabu,Kingston,,283,"Eagles, Thomas"
1763,91116,Active,Liverpool,Bonny,"St. Kitts, port unspecified",,230,"Boone<br/> Hope, David"
1763,91117,Bassa,Liverpool,Bassa,"St. Kitts, port unspecified",,,"Dickson, Thomas"
1766,91118,Bassa,Liverpool,"Gold Coast, port unspecified",Upper James River,,108,"Arney, John<br/> Emery<br/> Clegg, Richard"
1765,91119,Hawke,Liverpool,"Windward Coast, place unspecified",Kingston,,70,"Quent, Joshua"
1764,91120,Hare,Liverpool,Anomabu,Kingston,,200,"Colley, George"
1764,91121,Prince Henry,Liverpool,Bonny,Kingston,,120,"Chaffers, Thomas"
1763,91122,Pocock,Liverpool,Cacheu,,,,"Miller, George"
1764,91123,Happy Fanny,Liverpool,Loango,"Barbados, place unspecified",,,"Campbell, Charles"
1764,91124,Fly,,"Africa, port unspecified","Dominica, place unspecified",,39,"Frith, Emer<br/> Pile, John"
1769,91125,Francis,Liverpool,Gabon,"Barbados, place unspecified",,50,"McDaniel, Alex<br/> Sullivan, James"
1765,91126,Grenada Packet,Liverpool,Anomabu,"Grenada, place unspecified",,240,"Chrystie, William<br/> Gray, William"
1764,91127,Dobb,Liverpool,Calabar,"Barbados, place unspecified",,430,"Hoggan, John"
1766,91128,Dobb,Liverpool,Calabar,"St. Kitts, port unspecified",,310,"Hoggan, John"
1765,91129,Polly,Liverpool,Bonny,"Barbados, place unspecified",,212,"Boyd, Robert"
1766,91130,Aston,Liverpool,"Windward Coast, place unspecified","Barbados, place unspecified",,98,"Caird, James<br/> Miller, George"
1769,91131,Aston,Liverpool,Gambia,Charleston,,126,"Caird, James<br/> Henitor, Henry"
1766,91133,Mary Brow,Liverpool,Saint-Louis,Savannah,,78,"Moreton, David"
1764,91134,Black Joke,Liverpool,Gambia,"Dominica, place unspecified",,90,"Pollard, Joseph"
1765,91135,Black Joke,Liverpool,Gambia,Charleston,,90,"Pollard, Joseph<br/> Marshall"
1765,91136,Lydia Jenny,Liverpool,"Windward Coast, place unspecified","Barbados, place unspecified",,20,"Shepherd, Shelah"
1765,91137,Juno,Liverpool,"Senegambia and offshore Atlantic, port unspecified","British Caribbean, colony unspecified",,,"Jones, John"
1766,91138,Oak,Liverpool,Gabon,"Barbados, place unspecified",,100,"Parke, Edward<br/> Macdonel, Daniel"
1765,91139,Rose,Liverpool,Sierra Leone estuary,Kingston,,190,"White, Andrew"
1767,91140,Colonel,Liverpool,Saint-Louis,Saint John (Antigua),,,"Wallace, Thomas"
1767,91141,Colonel,Liverpool,"Windward Coast, place unspecified",Saint John (Antigua),,,"Wallace, Thomas"
1766,91142,Nelly,Liverpool,Anomabu,Kingston,,180,"Kewley, Phillip"
1766,91143,Thomas,Liverpool,"West Central Africa and St. Helena, port unspecified",Kingston,,283,"Maxwell, Hugh<br/> Postlethwaite, William"
1764,91144,Lord Grey,Liverpool,Bonny,Kingston,,340,"Dutery, Richard"
1764,91145,Nelly and Nancy,Liverpool,Calabar,"St. Kitts, port unspecified",,230,"Davies, Cuthbert"
1766,91146,Nelly and Nancy,Liverpool,Calabar,"Grenada, place unspecified",,265,"Briggs, James"
1768,91147,Nelly and Nancy,Liverpool,"Windward Coast, place unspecified","British Caribbean, colony unspecified",,,"Dobb, Richard"
1764,91148,Sampson,Liverpool,Bonny,Cartagena,,344,"Seaman, Thomas"
1766,91149,Sampson,Liverpool,Anomabu,"Grenada, place unspecified",,358,"Johnston, George"
1764,91150,Rumbold,Liverpool,Bonny,Havana,,330,"Finch, Michael<br/> Walker"
1765,91151,Rumbold,Liverpool,Bonny,Kingston,,430,"Finch, Michael"
1766,91152,Rumbold,Liverpool,Bonny,,,,"Livesley, Evan"
1764,91153,Dulce,Liverpool,Bonny,"St. Kitts, port unspecified",,170,"Johnson, Robert"
1765,91154,Sally,Liverpool,"Windward Coast, place unspecified",Saint John (Antigua),,123,"Ralph, Thomas"
1766,91155,Sally,Liverpool,"Windward Coast, place unspecified","Barbados, place unspecified",,114,"Ward, Joseph"
1765,91156,Kitty,Liverpool,Malembo,"Barbados, place unspecified",,293,"Brown, James"
1765,91157,Little Britain,Liverpool,Porto Novo,Kingston,,92,"Clare, John"
1767,91158,Little Britain,Liverpool,Calabar,"British Caribbean, colony unspecified",,106,"Fazackerly<br/> Madden, Henry"
1765,91159,Charles,Liverpool,"Windward Coast, place unspecified",Kingston,,150,"Eaton, John<br/> Rawlins, John<br/> Forsyth, John"
1764,91160,Edward,Liverpool,Cameroons,"St. Kitts, port unspecified",,,"Farrar, John"
1767,91161,Edward,Liverpool,Cameroons,"St. Kitts, port unspecified",,141,"Farrar, John<br/> Lowther<br/> Grayson"
1768,91162,Edward,Liverpool,Popo,Kingston,,153,"Grayson, Henry"
1769,91163,Edward,Liverpool,Popo,Saint John (Antigua),,150,"Grayson, Henry"
1765,91164,Swallow,Liverpool,Bassa,Kingston,,177,"Ewings, Christr"
1766,91165,Swallow,Liverpool,Anomabu,Kingston,,193,"Ewings, Chris"
1768,91166,Swallow,Liverpool,Anomabu,Kingston,,160,"Ewings, Christopher"
1768,91167,Swallow,Liverpool,Popo,Saint John (Antigua),,200,"Fleetwood, George"
1771,91168,Swallow,Liverpool,Anomabu,"Jamaica, place unspecified",,288,"Fleetwood, George"
1773,91169,Swallow,Liverpool,Anomabu,"Jamaica, place unspecified",,,"Nelson, George"
1774,91170,Swallow,Liverpool,Anomabu,"Jamaica, place unspecified",,,"Nelson, George"
1776,91171,Swallow,Liverpool,Popo,"Jamaica, place unspecified",,302,"Nelson, George"
1777,91172,Swallow,Liverpool,Anomabu,"Jamaica, place unspecified",,,"Nelson, George"
1765,91173,Etty,Liverpool,Gambia,Charleston,,283,"Perkins, Chris<br/> Dennison"
1766,91174,Etty,London,Gambia,"Barbados, place unspecified",,111,"Allenby, John"
1771,91176,Etty,Liverpool,Iles de Los,Montego Bay,,270,"Barwis, David<br/> Burrows<br/> Wilding, R"
1764,91177,Betsey,Liverpool,Popo,"Americas, port unspecified",,169,"Cooke, Elliot"
1766,91178,Betsey,Liverpool,Bonny,"Grenada, place unspecified",,236,"Cooke, Elliot<br/> Millroy, William"
1765,91179,Plumper,Liverpool,Anomabu,Kingston,,296,"Brown, Edmund"
1766,91180,Plumper,Liverpool,"Windward Coast, place unspecified",Kingston,,296,"Brown, Edmund"
1768,91181,Angola,Liverpool,Mayumba,"British Caribbean, colony unspecified",,270,"Berry, Richard"
1765,91182,Cloe,Liverpool,"Windward Coast, place unspecified",Charleston,,234,"Hayman, William"
1765,91183,Sam,Liverpool,"West Central Africa and St. Helena, port unspecified",Havana,,251,"Powell, John"
1766,91185,Knight,Liverpool,"Whydah, Ouidah","Jamaica, place unspecified",,327,"Giball, John<br/> Wilson, John"
1767,91186,Knight,Liverpool,Bonny,"Grenada, place unspecified",,370,"Dennison, Thomas"
1768,91187,Knight,Liverpool,Bonny,Saint John (Antigua),,,"Dennison, Thomas<br/> Thyer, Robert"
1769,91188,Knight,Liverpool,Bonny,"Barbados, place unspecified",,377,"Thyer, Robert"
1770,91189,Knight,Liverpool,,,,,"Thyer, Robert<br/> Dennison"
1766,91190,Penelope,Liverpool,Anomabu,Kingston,,250,"Campbell, William"
1765,91191,Lively,Liverpool,Gambia,Charleston,,170,"Caird, James<br/> Miller, George"
1767,91192,Lively,Liverpool,Gambia,"Grenada, place unspecified",,240,"Marshall, Thomas"
1768,91193,Lively,Liverpool,Gambia,"Grenada, place unspecified",,120,"Marshall, Thomas"
1770,91194,Lively,Liverpool,Gambia,"Grenada, place unspecified",,110,"Jackson, Amos<br/> Miller, James"
1765,91195,Hope,Liverpool,"Windward Coast, place unspecified",Kingston,,125,"Entwistle, Richard<br/> Leadley, George<br/> Kelly, John"
1765,91196,William,Liverpool,New Calabar,"Barbados, place unspecified",,184,"Thomas<br/> Williams, Roger"
1767,91197,William,Liverpool,Bonny,"Grenada, place unspecified",,231,"Williams, Roger"
1765,91198,Fanny,Liverpool,"Bight of Benin, place unspecified",Kingston,,151,"Mitchell, Robert"
1767,91199,Fanny,Liverpool,Cameroons,"Barbados, place unspecified",,160,"Mitchell, Robert"
1769,91200,Fanny,Liverpool,"Gold Coast, port unspecified","Barbados, place unspecified",,193,"Mitchell, Robert"
1764,91201,Cudyo,Liverpool,"Whydah, Ouidah",,,,"Mann, Luke"
1766,91202,Esther,Liverpool,Anomabu,Kingston,,350,"Grimshaw, Robert"
1764,91203,Echo,Liverpool,"Windward Coast, place unspecified","St. Kitts, port unspecified",,170,"Coppell, James"
1766,91204,Echo,Liverpool,Cape Coast Castle,"Barbados, place unspecified",,193,"Coppell, James<br/> Taylor, Matthew"
1768,91205,Echo,Liverpool,Cape Mount (Cape Grand Mount),Saint John (Antigua),,170,"Ralph, Thomas"
1764,91206,Brothers,Liverpool,"Windward Coast, place unspecified",Saint John (Antigua),,,"Mabin, James"
1764,91207,Richmond,Liverpool,,,,,"Lenox, Alex"
1766,91208,Richmond,Liverpool,Sierra Leone estuary,"Americas, port unspecified",,,"White, Andrew<br/> Wilson, David"
1764,91209,Gambia,Liverpool,Gambia,"St. Kitts, port unspecified",,,"Clifton, John"
1768,91211,Gambia,Liverpool,Gambia,Savannah,,,"Hodgson, Thomas<br/> Keast"
1771,91212,Sam,Liverpool,Sierra Leone estuary,"Barbados, place unspecified",,31,"Shepherd, Wilson<br/> Cawson, Robert"
1765,91213,William,Liverpool,Gambia,Charleston,,68,"Patten, William"
1767,91214,William,Liverpool,Cameroons,Saint John (Antigua),,111,"Eccles, John"
1769,91215,William,Liverpool,Cameroons,"Barbados, place unspecified",,127,"Eccles, John"
1766,91216,Lottery,Liverpool,Cacheu,"St. Vincent, port unspecified",,96,"Stewart, Francis<br/> Coile"
1766,91217,Triton,Liverpool,"Gold Coast, port unspecified",Kingston,,198,"Cazneau, Joseph"
1765,91218,Dalrymple,Liverpool,Calabar,Saint John (Antigua),,220,"Allason, Alex<br/> Berry, James"
1767,91219,Dalrymple,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Saint John (Antigua),,323,"Allason, Alex"
1769,91220,Dalrymple,Liverpool,Calabar,Antonia,,,"Allason, Alex<br/> Fairweather, Patrick"
1770,91221,Dalrymple,Liverpool,Calabar,"Grenada, place unspecified",,279,"Fairweather, Patrick"
1766,91222,Matty,Liverpool,Banana Islands,"Barbados, place unspecified",,150,"Birch, Caleb"
1768,91223,Matty,Zeeland,"Windward Coast, place unspecified",Annapolis,,128,"Birch, Caleb"
1766,91224,Cleveland,Liverpool,Sierra Leone estuary,"St. Kitts, port unspecified",,,"Mathers, Francis"
1766,91225,Liberty,Liverpool,Malembo,"Grenada, place unspecified",,,"Forde, William"
1765,91226,John,Liverpool,Calabar,Saint John (Antigua),,163,"Hutton, William"
1767,91227,John,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","Barbados, place unspecified",,200,"Hutton, William"
1765,91228,Diligence,Liverpool,"Windward Coast, place unspecified","Grenada, place unspecified",,164,"Campbell, Charles"
1766,91229,Little Will,Liverpool,Bassa,Kingston,,312,"Billinge, Henry"
1767,91230,Little Will,Liverpool,Bassa,Kingston,,309,"Billinge, Henry<br/> Ward, Joseph"
1768,91231,Little Will,Liverpool,Bassa,"British Caribbean, colony unspecified",,278,"Ward, Joseph"
1769,91232,Little Will,Liverpool,Bassa,Saint John (Antigua),,285,"Ward, Joseph"
1771,91233,Little Will,Liverpool,Bassa,Saint John (Antigua),,248,"Ward, Joseph"
1772,91234,Little Will,Liverpool,Bassa,Saint John (Antigua),,289,"Ward, Joseph"
1774,91235,Little Will,Liverpool,"Windward Coast, place unspecified","Jamaica, place unspecified",,300,"Ward, Joseph"
1775,91236,Little Will,Liverpool,Cape Mount (Cape Grand Mount),"Barbados, place unspecified",,240,"Evans, Henry<br/> Greaves, George"
1766,91237,Phoenix,Liverpool,Calabar,Kingston,,260,"Washington, John"
1766,91238,Hector,Liverpool,Calabar,"Grenada, place unspecified",,250,"Carr, George<br/> Mcvicar, Duncan<br/> Lace"
1767,91239,Hector,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Kingston,,310,"Washington, John"
1766,91241,William,Whitehaven,"Windward Coast, place unspecified","Jamaica, place unspecified",,,"Kennedy, John"
1767,91242,William,Whitehaven,"Windward Coast, place unspecified","Jamaica, place unspecified",,,"Kennedy, John"
1766,91243,Dispatch,Liverpool,New Calabar,"Jamaica, place unspecified",,282,"Ritchie, John"
1766,91244,Lord Grey,Liverpool,Bonny,"Barbados, place unspecified",,349,"Dutery, Richard"
1767,91245,Lord Grey,Liverpool,Bonny,"Dominica, place unspecified",,360,"Dutery, Richard"
1768,91246,Lord Grey,Liverpool,Bonny,"Dominica, place unspecified",,,"Barritt, Thomas"
1766,91247,Union,Liverpool,Cameroons,"St. Kitts, port unspecified",,100,"Hughes, Thomas"
1767,91248,Philadelphia,Liverpool,"West Central Africa and St. Helena, port unspecified",Saint John (Antigua),,,"McGill, William"
1766,91249,Robert,Liverpool,"Windward Coast, place unspecified","Barbados, place unspecified",,175,"Dickenson, George"
1767,91250,Robert,Liverpool,River Kissey,"Grenada, place unspecified",,154,"Dickenson, George"
1766,91251,Peggy,Liverpool,Bonny,"Grenada, place unspecified",,213,"Fletcher, John"
1766,91252,Delight,Liverpool,"Windward Coast, place unspecified","Grenada, place unspecified",,118,"Richardson, William"
1768,91253,Delight,Liverpool,Mano,"Virginia, port unspecified",,,"Millroy, William"
1766,91254,Portland,Liverpool,Mano,"Grenada, place unspecified",,140,"Gawith, Samuel"
1768,91255,Portland,Liverpool,Bassa,"Grenada, place unspecified",,197,"Gawith, Samuel"
1766,91256,Active,Liverpool,"West Central Africa and St. Helena, port unspecified","St. Kitts, port unspecified",,336,"Lowndes, Francis"
1766,91257,Matilde,Liverpool,Cape Mount (Cape Grand Mount),"Barbados, place unspecified",,130,"Johnson, Robert"
1766,91258,John,Liverpool,Bonny,Saint John (Antigua),,283,"Seaman, Thomas"
1765,91259,Maddock,Liverpool,,,,,"Roberts, Thomas"
1765,91260,Trimmer,Liverpool,"Windward Coast, place unspecified",,,,"Ralph, Thomas"
